gene_symbol,tissue,ntpm
CMPK2,bone marrow,6.1
CMPK2,salivary gland,8.0
SAA2,liver,31118.2
ANO3,brain,58.4
ANO3,epididymis,54.2
FST,liver,66.8
CFHR4,liver,95.0
NAV1,blood vessel,34.3
CRB1,retina,69.2
CFHR5,liver,156.2
ERN2,cervix,18.3
ERN2,gallbladder,15.9
ERN2,intestine,27.7
ERN2,salivary gland,22.5
ERN2,stomach 1,49.0
RAX,pituitary gland,6.8
RAX,retina,14.8
GRP,brain,12.4
GRP,lung,8.5
GRP,stomach 1,11.4
IL2RA,adipose tissue,17.5
IL2RA,lymphoid tissue,16.7
IL2RA,urinary bladder,10.1
ECHDC3,liver,157.5
ECHDC3,skeletal muscle,122.5
CABLES1,brain,53.3
DOCK2,bone marrow,50.1
DOCK2,lung,14.7
DOCK2,lymphoid tissue,46.8
EMP1,esophagus,1936.4
EMP1,vagina,705.5
SOX5,testis,29.2
SLCO1B1,liver,502.3
KLRD1,lymphoid tissue,16.2
KLRC1,lymphoid tissue,6.2
SPX,adipose tissue,104.7
SPX,pancreas,38.8
PRH2,salivary gland,21601.6
LRP4,brain,19.3
LRP4,skin 1,29.8
MYBPC3,heart muscle,1615.9
RAB33A,brain,44.4
RAB33A,heart muscle,19.8
SOX3,brain,3.3
SOX3,fallopian tube,8.7
SOX3,testis,2.2
STK26,bone marrow,66.1
STK26,epididymis,53.1
PIWIL4,bone marrow,22.9
SPOCD1,choroid plexus,10.6
SPOCD1,testis,9.4
SPOCD1,urinary bladder,8.9
CDCA8,bone marrow,31.6
CDCA8,lymphoid tissue,36.1
CDCA8,testis,21.6
HOOK1,retina,46.7
CYP2J2,heart muscle,83.9
CYP2J2,intestine,78.5
CYP2J2,liver,136.7
DSC2,esophagus,160.9
DSC2,lymphoid tissue,60.5
DSG3,cervix,93.0
DSG3,esophagus,296.1
DSG3,vagina,115.5
RNF138,bone marrow,90.6
RNF138,testis,113.0
DSG1,skin 1,533.0
DSC3,esophagus,93.2
DSC3,skin 1,351.6
DSC1,skin 1,216.0
DTNA,brain,204.2
DTNA,choroid plexus,72.0
DTNA,heart muscle,140.1
DTNA,skeletal muscle,152.8
DTNA,tongue,197.5
FHOD3,heart muscle,143.4
TPGS2,choroid plexus,275.5
DAGLA,brain,12.3
SLC43A3,liver,134.9
CBLIF,stomach 1,1485.0
APLNR,brain,77.5
APLNR,lymphoid tissue,101.5
APLNR,placenta,87.2
FADS2,adrenal gland,302.5
TCN1,salivary gland,816.7
C5AR2,lymphoid tissue,13.2
PDGFRA,ovary,188.3
GGACT,kidney,67.5
COL4A2,placenta,445.7
CLDN10,kidney,73.2
CLDN10,pancreas,112.3
CLDN10,salivary gland,80.8
STT3A,parathyroid gland,368.8
ADAMTS8,lung,33.2
ACRV1,testis,110.6
ETS1,lymphoid tissue,253.0
SLC37A2,adrenal gland,48.9
SLC37A2,salivary gland,74.4
SLC37A2,skin 1,37.1
KLB,adipose tissue,18.4
KLB,liver,16.6
APC,brain,38.7
NREP,brain,419.7
ANXA1,esophagus,7699.2
CTSL,placenta,529.1
CEMIP2,parathyroid gland,87.0
CEMIP2,placenta,74.8
AGTPBP1,bone marrow,56.8
AGTPBP1,retina,43.1
GOLM1,stomach 1,374.5
ENTREP1,skeletal muscle,45.9
ENTREP1,thyroid gland,50.3
PSAT1,brain,153.9
PSAT1,kidney,127.7
PSAT1,liver,250.5
PSAT1,pancreas,121.8
CCNJL,brain,16.1
SDS,liver,971.8
MSI1,retina,96.8
HNF1A,intestine,13.2
HNF1A,kidney,8.1
HNF1A,liver,9.7
HNF1A,pancreas,5.1
HNF1A,stomach 1,3.6
FBXO21,fallopian tube,108.4
TBX3,adrenal gland,171.8
OASL,bone marrow,33.7
OASL,stomach 1,21.0
HRK,brain,7.6
HRK,choroid plexus,3.2
HRK,lymphoid tissue,3.2
HRK,pituitary gland,2.6
HRK,thyroid gland,3.6
RNFT2,brain,10.3
RNFT2,choroid plexus,4.7
RNFT2,pituitary gland,4.9
RNFT2,retina,4.6
RNFT2,testis,6.5
BICDL1,kidney,112.8
BICDL1,pituitary gland,63.8
DTX1,adipose tissue,8.9
DTX1,lymphoid tissue,11.7
CCDC146,fallopian tube,32.0
CCDC146,testis,20.1
CD36,adipose tissue,1439.4
CD36,breast,534.4
UGT2A3,intestine,29.6
UGT2A3,kidney,19.9
UGT2A3,liver,12.5
UGT2A3,pancreas,14.8
CSN2,breast,538.2
UGT2B28,breast,186.9
HILPDA,esophagus,158.6
GARIN1B,testis,88.5
SRPK2,testis,87.6
KCP,kidney,18.2
TES,seminal vesicle,185.6
ADGRB3,brain,28.2
ADGRB3,pituitary gland,21.3
ANKRD6,brain,25.8
HTR1B,blood vessel,7.5
HTR1B,brain,2.6
HTR1B,placenta,6.3
HTR1B,stomach 1,4.7
KHDC1,brain,14.1
NT5E,cervix,105.8
MRAP2,blood vessel,97.2
EPHA7,parathyroid gland,65.8
CGA,pituitary gland,6387.3
PRR5L,brain,25.4
PRR5L,intestine,32.5
PRR5L,lymphoid tissue,34.3
EHF,esophagus,196.3
EHF,salivary gland,270.9
ELF5,breast,140.5
ELF5,salivary gland,138.9
PRPH,intestine,30.8
PRPH,testis,16.3
AMHR2,adrenal gland,38.9
AMHR2,ovary,32.4
LACRT,salivary gland,12.4
GDF11,retina,20.0
GLS2,liver,191.6
ITGA7,heart muscle,138.6
ITGA7,skeletal muscle,135.6
TESPA1,brain,79.7
TESPA1,lymphoid tissue,70.0
FAM186B,testis,44.3
RDH5,adipose tissue,88.7
RDH5,liver,55.1
AGAP2,brain,181.6
KRT85,skin 1,158.6
PPP1R1A,skeletal muscle,779.6
PPP1R1A,tongue,253.3
TROAP,bone marrow,48.3
TROAP,lymphoid tissue,34.3
TROAP,testis,27.2
B4GALNT1,brain,83.9
COQ10A,heart muscle,157.6
COQ10A,skeletal muscle,263.1
COQ10A,tongue,361.4
FAIM2,brain,309.1
FAIM2,parathyroid gland,91.9
ESPL1,bone marrow,8.0
ESPL1,esophagus,14.2
ESPL1,lymphoid tissue,9.9
KRT7,lung,341.9
KRT7,salivary gland,952.4
KRT7,thyroid gland,405.5
KCNH3,brain,71.6
KCNH3,pituitary gland,19.7
MAP7,brain,85.6
AFG1L,testis,10.3
NHSL1,intestine,21.7
AHI1,retina,25.2
HEY2,blood vessel,70.9
HEY2,heart muscle,29.1
PKIB,brain,248.3
PKIB,intestine,87.1
SMPD2,testis,49.6
STX11,bone marrow,141.4
PRADC1,skeletal muscle,118.7
EGR4,brain,19.1
RAB11FIP5,testis,35.0
DYSF,bone marrow,49.3
DYSF,skeletal muscle,119.0
EMX1,brain,16.4
EMX1,kidney,39.9
KCNMB4,brain,38.1
USP15,bone marrow,166.2
CPM,adipose tissue,146.3
BCO1,choroid plexus,11.5
BCO1,intestine,13.7
CHST5,intestine,82.2
KIAA0513,brain,54.3
DYNC1LI2,brain,269.4
FHOD1,lymphoid tissue,93.9
FHOD1,skeletal muscle,119.0
SLC9A5,brain,15.1
SLC9A5,lymphoid tissue,17.8
AGT,liver,1554.9
PCNX2,brain,25.1
KCNK1,brain,108.6
KCNK1,choroid plexus,70.0
EGLN1,skeletal muscle,396.2
EGLN1,tongue,143.2
CAPN9,intestine,20.8
CAPN9,stomach 1,56.9
COG2,parathyroid gland,66.9
ABCB10,bone marrow,56.7
GLUL,skeletal muscle,1348.7
RGS8,brain,26.7
RGS8,retina,28.2
KIAA1614,retina,27.3
NPL,kidney,42.4
NPL,placenta,37.9
NIBAN1,heart muscle,153.6
LAMC1,placenta,217.7
GPR55,brain,3.5
GPR55,lymphoid tissue,4.2
GPR55,testis,4.4
CHRND,skeletal muscle,75.2
PAX3,brain,2.7
PAX3,salivary gland,4.2
PAX3,skeletal muscle,3.4
PAX3,skin 1,2.7
DOCK10,brain,34.2
DOCK10,lymphoid tissue,35.0
HTR2B,adrenal gland,17.2
HTR2B,cervix,20.2
HTR2B,endometrium 1,17.6
HTR2B,smooth muscle,15.7
ITM2C,brain,1020.9
ITM2C,intestine,662.7
SLC19A3,adipose tissue,43.6
SLC19A3,breast,18.5
SLC19A3,placenta,22.6
SERPINE2,ovary,276.5
SERPINE2,placenta,1024.8
DNAJB2,brain,284.8
WNT10A,esophagus,7.9
WNT10A,skin 1,8.4
CYP27A1,choroid plexus,193.4
CYP27A1,liver,575.4
ARMC9,retina,40.6
CAB39,skeletal muscle,168.0
COX5B,heart muscle,1143.7
COX5B,skeletal muscle,1249.4
TSGA10,testis,48.2
EDAR,esophagus,3.5
GPR45,brain,1.0
ANKRD36,retina,18.1
ARHGEF4,brain,96.3
ALDH1L2,pancreas,38.3
ALDH1L2,salivary gland,12.2
STAB2,lymphoid tissue,63.4
USP44,testis,22.6
DRAM1,lung,88.7
SLC41A2,liver,86.0
VILL,intestine,51.7
VILL,stomach 1,82.4
PCDH8,brain,12.3
RNASEH2B,lymphoid tissue,123.4
CKAP2,bone marrow,63.9
CNMD,brain,6.4
CNMD,choroid plexus,11.9
CNMD,retina,7.7
CNMD,salivary gland,6.3
CNMD,thyroid gland,3.1
TBC1D4,skeletal muscle,77.5
SUCLA2,skeletal muscle,217.4
SUCLA2,tongue,253.9
LMO7,heart muscle,233.5
SCEL,esophagus,350.3
SCEL,skin 1,285.8
EDNRB,placenta,120.1
LCP1,bone marrow,669.6
LCP1,epididymis,380.4
LCP1,lymphoid tissue,566.7
SCRN1,brain,157.9
SPDYE1,testis,6.4
IGF2BP3,lymphoid tissue,6.9
IGF2BP3,placenta,27.2
GPNMB,skin 1,548.1
RAPGEF5,brain,158.3
RAPGEF5,parathyroid gland,364.8
IL6,adipose tissue,187.7
IL6,lung,140.6
IL6,urinary bladder,256.4
AOAH,bone marrow,40.9
AOAH,lymphoid tissue,61.2
BZW2,heart muscle,248.4
BZW2,skeletal muscle,344.4
BZW2,tongue,241.7
DGKB,brain,18.6
NACAD,brain,63.4
NACAD,pituitary gland,22.9
CCM2,brain,135.4
MYO1G,bone marrow,41.1
MYO1G,lymphoid tissue,25.3
TTYH3,brain,92.1
MMD2,brain,28.0
CIDEB,intestine,175.5
CIDEB,liver,448.3
NKX2-8,brain,5.1
NKX2-8,esophagus,1.6
NKX2-8,testis,5.1
NKX2-1,lung,52.0
NKX2-1,thyroid gland,162.9
ZFHX2,testis,6.6
MTHFS,liver,168.9
ADAMTS7,blood vessel,14.2
ADAMTS7,heart muscle,28.7
ABHD17C,intestine,61.2
ALPK3,heart muscle,62.2
ALPK3,skeletal muscle,198.3
ALPK3,tongue,55.2
TM6SF1,skeletal muscle,44.3
CIB2,heart muscle,46.8
CIB2,lymphoid tissue,44.7
MYCBPAP,testis,61.7
CHAD,brain,34.2
CHAD,liver,36.8
CHAD,pancreas,30.3
GH2,pituitary gland,94.7
GH2,placenta,120.3
CSH1,placenta,9234.3
LIMD2,bone marrow,105.8
LIMD2,lymphoid tissue,207.8
BRIP1,bone marrow,2.6
BRIP1,lymphoid tissue,3.4
NDUFB5,skeletal muscle,226.3
SCN2A,brain,67.0
TBR1,brain,33.1
ERMN,brain,596.2
GALNT5,intestine,12.7
GALNT5,lung,9.6
GALNT5,stomach 1,12.1
SCN7A,intestine,33.1
SCN7A,ovary,37.4
BLK,intestine,40.2
BLK,lymphoid tissue,49.9
GATA4,heart muscle,80.1
GATA4,ovary,85.2
GATA4,pancreas,48.3
HLX,bone marrow,86.3
IL10,adipose tissue,5.5
IL10,lymphoid tissue,6.5
IL36G,cervix,10.8
IL36G,esophagus,13.3
IL36G,lymphoid tissue,36.9
IL36G,skin 1,28.0
IL1RN,esophagus,1886.8
IL36A,esophagus,385.8
IL36A,lymphoid tissue,108.2
IL36RN,esophagus,26.1
IL36RN,lymphoid tissue,42.2
IL36RN,skin 1,60.0
IL36B,esophagus,2.1
IL36B,lymphoid tissue,3.5
IL36B,skin 1,8.0
IL1F10,skin 1,12.2
CFC1,brain,22.6
CFC1,pancreas,17.8
CFC1,pituitary gland,35.5
SAP130,testis,44.2
BIN1,skeletal muscle,1986.0
BIN1,tongue,751.1
GYPC,bone marrow,415.6
STAM,bone marrow,50.1
GAD2,brain,65.4
TXN,esophagus,1237.8
ODF2,testis,292.3
ECPAS,skeletal muscle,227.2
SMC2,lymphoid tissue,24.0
KLF4,skin 1,185.8
NIBAN2,esophagus,591.8
ST6GALNAC4,pancreas,69.0
TMOD1,skeletal muscle,234.3
TMOD1,tongue,238.8
DAB2IP,brain,144.8
STXBP1,brain,252.0
STXBP1,retina,188.2
SLC31A2,parathyroid gland,535.8
SLC31A2,salivary gland,385.7
SLC31A1,liver,100.5
ZNF189,epididymis,79.2
ALDOB,intestine,5987.0
ALDOB,kidney,6695.1
ALDOB,liver,10467.2
BAAT,liver,674.5
KIF12,kidney,214.1
KIF12,pancreas,91.8
GARNL3,brain,20.2
WDR38,choroid plexus,42.5
WDR38,fallopian tube,73.1
GABBR2,brain,62.4
HEMGN,bone marrow,232.9
NR5A1,adrenal gland,182.1
NR5A1,lymphoid tissue,136.6
CTSV,lymphoid tissue,599.5
LMX1B,salivary gland,17.5
ENPP2,choroid plexus,1260.1
DSCC1,lymphoid tissue,9.2
MYC,adipose tissue,250.6
MYC,skin 1,277.4
CCN3,adrenal gland,1044.7
CCN3,blood vessel,548.1
IL33,urinary bladder,114.2
IL11RA,heart muscle,36.3
TLN1,blood vessel,345.2
CCL21,lymphoid tissue,2551.0
SIT1,lymphoid tissue,87.5
DMRT1,testis,25.2
DNAJB5,skeletal muscle,154.1
DNAJB5,tongue,203.7
SPAG8,choroid plexus,10.7
SPAG8,fallopian tube,13.4
SPAG8,testis,8.2
CD72,lymphoid tissue,60.4
GRHPR,liver,610.0
ALDH1B1,blood vessel,138.0
ALDH1B1,liver,161.4
ARHGEF39,blood vessel,11.9
IGFBPL1,blood vessel,7.8
IGFBPL1,thyroid gland,15.5
KIF13A,skeletal muscle,97.9
PIM1,bone marrow,206.5
GMPR,skeletal muscle,343.9
GMPR,tongue,191.3
TFAP2A,breast,30.8
TFAP2A,skin 1,63.0
SLC22A7,liver,419.3
FRS3,brain,27.8
CAPN11,testis,28.4
TINAG,kidney,102.8
KIAA0319,brain,11.2
KIAA0319,pituitary gland,3.9
IRF4,bone marrow,38.6
IRF4,lymphoid tissue,24.5
TUBB2A,brain,541.8
GCM1,placenta,19.0
FOXF2,intestine,33.1
BPHL,kidney,102.8
BPHL,liver,79.0
TUBB2B,brain,596.1
HMGA1,esophagus,268.3
ATAT1,brain,31.4
TPMT,kidney,71.3
TPMT,liver,64.3
TPMT,thyroid gland,72.0
CLPS,pancreas,246873.6
RNF144B,skeletal muscle,53.3
C6orf52,testis,13.1
FGFBP1,cervix,126.2
FGFBP1,esophagus,412.9
FGFBP1,vagina,167.8
FGFBP2,adipose tissue,27.5
FGFBP2,bone marrow,51.4
FHDC1,parathyroid gland,16.5
FHDC1,thyroid gland,14.7
TLR2,bone marrow,66.0
MGARP,adrenal gland,215.3
MGARP,retina,108.3
TTC29,fallopian tube,18.8
TTC29,testis,67.2
MYO7A,adrenal gland,36.6
SLCO2B1,liver,214.5
ANKRD42,testis,34.8
IL18BP,lymphoid tissue,44.3
SYTL2,intestine,68.5
SYTL2,stomach 1,118.9
MRPL15,skeletal muscle,273.0
MRPL15,tongue,260.4
PI15,lymphoid tissue,51.3
PI15,prostate,29.1
PI15,smooth muscle,46.6
TTPA,liver,154.2
GGH,kidney,117.3
GGH,liver,176.5
SLCO5A1,lymphoid tissue,6.1
SLCO5A1,skeletal muscle,7.1
SLCO5A1,tongue,10.4
SULF1,blood vessel,112.2
DDX60,stomach 1,38.5
NXPE4,intestine,112.3
NXPE4,salivary gland,72.7
TMPRSS4,esophagus,81.7
TMPRSS4,intestine,40.8
TMPRSS4,urinary bladder,69.6
TRPC6,lung,12.6
TRPC6,placenta,19.6
MMP7,gallbladder,479.1
MMP7,salivary gland,252.5
MMP7,urinary bladder,197.0
MMP27,breast,4.4
MMP27,salivary gland,1.8
MMP27,skin 1,2.3
CFAP300,choroid plexus,23.0
CFAP300,fallopian tube,27.4
CFAP300,testis,28.2
TRIM29,esophagus,699.7
TRIM29,skin 1,719.7
TRIM29,vagina,361.7
SLC37A4,kidney,47.5
SLC37A4,liver,134.4
BTG4,testis,21.2
POU2F3,skin 1,44.9
RDX,adrenal gland,146.4
PPP2R1B,liver,152.7
FDX1,adrenal gland,300.4
FXYD2,kidney,3774.6
MMP13,urinary bladder,10.7
TMPRSS13,esophagus,14.3
TMPRSS13,skin 1,36.8
CASP1,intestine,122.0
CASP1,lymphoid tissue,87.0
CASP5,intestine,15.8
CASP5,lymphoid tissue,13.8
UNC13C,brain,40.2
UNC13C,retina,17.5
SQOR,intestine,196.7
MAPKBP1,brain,69.6
NUSAP1,bone marrow,83.5
NUSAP1,lymphoid tissue,94.6
KIF23,bone marrow,20.4
KIF23,lymphoid tissue,14.8
ITGA11,blood vessel,74.1
ITGA11,endometrium 1,28.8
KNL1,bone marrow,4.9
KNL1,lymphoid tissue,6.9
KNL1,testis,15.8
HAUS2,bone marrow,34.4
PAQR5,kidney,49.3
LRRC49,epididymis,28.0
LRRC49,heart muscle,52.7
ITPKA,brain,57.3
ITPKA,intestine,17.0
UACA,skeletal muscle,133.9
SMAD6,heart muscle,28.9
SMAD6,lung,26.3
PLCB2,bone marrow,49.6
PLCB2,lymphoid tissue,38.4
PAK6,brain,31.0
PAK6,esophagus,24.5
PAK6,skin 1,26.9
DUOX1,epididymis,77.7
DUOX1,esophagus,69.8
DUOX1,skin 1,98.9
SLC28A2,intestine,86.9
STRA6,cervix,22.3
CYP19A1,placenta,117.1
SEMA6D,intestine,36.3
SEMA6D,placenta,40.4
BCL2L10,liver,9.2
BCL2L10,skin 1,6.5
SPTBN5,brain,7.1
SPTBN5,retina,25.0
GCOM1,heart muscle,18.8
GCHFR,liver,365.5
TTLL7,blood vessel,17.3
TTLL7,brain,26.7
BRDT,testis,122.8
IFI44L,salivary gland,75.8
GIPC2,intestine,35.8
GIPC2,kidney,38.7
GIPC2,lymphoid tissue,26.3
IFI44,bone marrow,95.3
SLC44A5,skin 1,10.1
CLCA2,cervix,43.0
CLCA2,esophagus,110.4
CLCA2,skin 1,83.8
CLCA2,vagina,53.4
DNASE2B,salivary gland,160.3
CGREF1,brain,44.6
CGREF1,salivary gland,24.5
HADHB,heart muscle,749.3
HADHB,skeletal muscle,917.1
HADHB,tongue,1024.2
KHK,intestine,119.0
KHK,kidney,101.4
KHK,liver,173.3
LHCGR,ovary,2.1
LHCGR,testis,2.1
SULT6B1,testis,1.8
SLC5A6,liver,96.2
ABCG5,intestine,45.0
ABCG5,liver,59.6
SLC3A1,intestine,128.1
SLC3A1,kidney,604.7
SLC3A1,pancreas,205.1
SIX3,brain,36.9
SIX3,pituitary gland,25.1
SIX3,retina,23.5
TRIM54,heart muscle,205.1
TRIM54,skeletal muscle,570.0
TRIM54,tongue,165.5
DTNB,brain,24.4
DTNB,salivary gland,33.9
CYP2C9,liver,1607.6
MFSD13A,brain,16.5
CYP2C8,liver,2014.2
STAMBPL1,adrenal gland,22.5
CH25H,lymphoid tissue,33.0
LBX1,skeletal muscle,23.7
BTBD16,skin 1,7.9
BTBD16,testis,7.3
BTBD16,urinary bladder,18.8
KIF11,bone marrow,18.2
KIF11,lymphoid tissue,35.3
CUZD1,pancreas,2277.5
TACC2,heart muscle,238.7
TACC2,skeletal muscle,371.3
DUSP5,urinary bladder,163.7
ARL3,retina,89.3
CEP55,lymphoid tissue,25.5
CEP55,testis,20.3
KIF20B,bone marrow,9.6
KIF20B,lymphoid tissue,9.1
EXOC6,retina,152.0
RBP4,liver,11054.0
GPR87,esophagus,42.1
GPR87,skin 1,37.4
GPR87,vagina,27.8
PLA2G12B,intestine,31.1
PLA2G12B,kidney,13.4
PLA2G12B,liver,66.4
ZNF365,brain,33.5
ZNF365,esophagus,9.6
OIT3,liver,103.6
ADAMTS14,gallbladder,6.3
ADAMTS14,placenta,7.1
DNA2,lymphoid tissue,7.6
MYPN,heart muscle,64.0
MYPN,skeletal muscle,269.9
MYPN,tongue,171.2
AOX1,adrenal gland,283.7
AOX1,liver,833.2
STAT4,heart muscle,24.1
STAT4,testis,27.2
MSTN,skeletal muscle,9.4
MSTN,tongue,14.3
CDK15,epididymis,14.4
CDK15,ovary,4.7
MDH1B,choroid plexus,19.8
MDH1B,fallopian tube,21.2
MDH1B,testis,22.9
IDH1,liver,501.4
ITPRID2,pancreas,165.7
CHRNA1,skeletal muscle,160.2
GUCA1C,retina,274.8
CCDC54,testis,116.0
MNS1,choroid plexus,21.4
MNS1,fallopian tube,20.0
MNS1,testis,45.0
GLCE,brain,40.9
SHF,brain,61.4
APH1B,testis,111.2
HCN4,heart muscle,8.2
HCN4,testis,7.0
SEMA7A,brain,61.8
SEMA7A,lymphoid tissue,55.3
SEMA7A,retina,32.1
ARHGAP24,kidney,93.2
HERC3,retina,105.6
HERC5,testis,54.1
PCDH10,blood vessel,19.1
PCDH10,brain,35.0
PCDH10,placenta,24.3
PCDH10,prostate,10.0
PCDH10,seminal vesicle,16.3
ZGRF1,bone marrow,7.5
PRKG2,intestine,12.9
PRKG2,prostate,9.3
RASGEF1B,liver,39.0
FGF5,brain,2.8
FGF5,gallbladder,2.6
FGF5,intestine,1.1
GPAT3,kidney,82.6
IL21,lymphoid tissue,5.5
BBS7,retina,52.4
BMPR1B,cervix,23.2
BMPR1B,prostate,21.0
TRPC3,brain,4.7
TRPC3,pituitary gland,7.0
TRPC3,retina,3.6
CXCL9,lymphoid tissue,290.0
FRAS1,thyroid gland,11.2
USO1,skeletal muscle,207.7
CDKL2,retina,8.9
CDKL2,testis,10.8
ANXA3,bone marrow,319.2
CENPE,bone marrow,9.4
CENPE,lymphoid tissue,8.6
ENPEP,intestine,154.1
ENPEP,kidney,84.1
CASP6,intestine,38.1
LEF1,lymphoid tissue,325.2
EGF,kidney,102.9
EGF,pancreas,84.4
EGF,skeletal muscle,26.0
C4orf17,testis,18.7
PPP3CA,brain,144.7
SLC39A8,lung,58.7
SLC39A8,salivary gland,44.9
MTTP,intestine,259.2
MTTP,liver,249.2
FBN2,placenta,63.2
MAPK8IP3,brain,184.1
RGS3,choroid plexus,142.2
TTLL8,testis,3.9
SHISAL1,brain,27.1
SHISAL1,endometrium 1,29.1
SHISAL1,smooth muscle,27.4
PARVG,bone marrow,46.9
PARVG,lymphoid tissue,28.1
B4GALNT3,heart muscle,22.4
B4GALNT3,stomach 1,57.6
PDE6H,retina,844.1
ERP27,pancreas,1699.9
KIF21A,retina,71.9
PIK3C2G,epididymis,15.7
PIK3C2G,stomach 1,20.4
PLCZ1,testis,39.9
SLCO1C1,brain,19.6
SLCO1C1,choroid plexus,16.3
SLCO1C1,pituitary gland,7.7
C1RL,liver,134.2
CLSTN3,brain,137.4
KLRG1,lymphoid tissue,9.8
VAMP1,brain,108.8
CD27,intestine,36.5
CD27,lymphoid tissue,138.4
RBP5,kidney,453.2
RBP5,liver,329.2
PIANP,brain,143.4
SLC38A4,liver,570.3
AMIGO2,blood vessel,68.2
COL2A1,epididymis,18.0
COL2A1,pituitary gland,8.8
COL2A1,retina,5.2
COL2A1,stomach 1,11.6
PPFIA2,brain,34.3
PPFIA2,retina,46.4
INHBE,liver,134.1
GLIPR1,blood vessel,81.2
PHLDA1,salivary gland,149.9
LGR5,fallopian tube,15.9
LGR5,placenta,17.9
LGR5,skeletal muscle,21.2
PTPRQ,kidney,7.8
PTPRQ,urinary bladder,4.6
DUSP6,salivary gland,213.0
LUM,gallbladder,691.8
LUM,placenta,503.6
AMDHD1,liver,58.4
AMDHD1,skeletal muscle,25.4
SYCP3,testis,77.5
ASCL1,brain,15.5
ASCL1,liver,10.4
ASCL1,pituitary gland,28.2
TMEM132B,brain,12.5
SDSL,liver,102.4
MMAB,liver,105.3
GLTP,esophagus,314.7
GLTP,skin 1,257.2
FAM222A,brain,50.4
FOXN4,testis,10.9
SLC46A3,intestine,71.5
SLC46A3,liver,89.8
SLC7A1,esophagus,52.1
PDX1,intestine,39.4
PDX1,pancreas,12.2
CCDC65,choroid plexus,18.3
CCDC65,fallopian tube,25.0
CCDC65,testis,34.8
SLC39A5,intestine,223.1
SLC39A5,kidney,102.5
SLC39A5,liver,165.6
SLC39A5,pancreas,291.7
RDH16,liver,812.5
DHH,testis,9.8
ACVRL1,lung,83.2
GPR84,bone marrow,21.5
GPR84,urinary bladder,14.6
NPFF,epididymis,1489.7
CELA1,adrenal gland,2.2
CELA1,pancreas,6.2
BRCA2,bone marrow,5.2
BRCA2,lymphoid tissue,4.2
BRCA2,testis,2.9
MAP3K12,brain,64.8
ITGB7,lymphoid tissue,29.1
GALNT6,cervix,30.2
GALNT6,stomach 1,59.0
TMBIM6,liver,1685.6
KRT71,skin 1,91.0
SMIM2,testis,22.5
SBNO1,testis,35.2
MORN3,choroid plexus,5.9
MORN3,fallopian tube,3.7
MORN3,testis,4.3
DIAPH3,bone marrow,6.7
DIAPH3,testis,17.7
SLAIN1,brain,334.8
SRRM4,brain,44.3
SRRM4,retina,27.0
METTL21C,epididymis,23.4
RNF113B,testis,44.5
ZIC5,brain,26.6
GRTP1,liver,77.9
CUL4A,skeletal muscle,160.8
TTC6,breast,4.0
TTC6,prostate,6.1
TTC6,testis,4.6
SSTR1,brain,8.8
SSTR1,intestine,13.0
SSTR1,stomach 1,20.5
REM2,bone marrow,9.3
REM2,brain,7.8
CBLN3,brain,365.9
TSSK4,testis,36.3
NOVA1,brain,64.0
FITM1,heart muscle,163.8
FITM1,skeletal muscle,218.2
MDGA2,brain,3.4
MDGA2,retina,4.1
MDGA2,testis,3.5
RTN1,brain,444.9
ARMH4,kidney,7.8
SYT16,brain,9.3
SYT16,testis,2.8
ADAM21,testis,8.1
RDH12,retina,206.6
RDH12,skin 1,61.5
RAB15,brain,77.9
ESR2,adrenal gland,6.5
ESR2,ovary,6.2
ESR2,testis,5.6
KCNH5,brain,2.1
KCNH5,retina,4.1
STON2,brain,30.4
EFCAB11,testis,35.2
GPR65,bone marrow,11.9
GPR65,lymphoid tissue,9.1
AK7,choroid plexus,17.2
AK7,fallopian tube,22.8
FAM181A,brain,13.9
FAM181A,testis,32.1
SLC24A4,choroid plexus,43.5
SLC24A4,retina,11.4
FBLN5,blood vessel,668.4
SERPINA10,liver,320.0
WARS1,placenta,304.7
SLC25A47,liver,508.8
DUOXA1,esophagus,137.2
DUOXA1,skin 1,65.3
DUOXA1,thyroid gland,78.9
SORD,cervix,161.0
SORD,liver,253.4
SORD,thyroid gland,99.8
DUOXA2,gallbladder,60.1
DUOXA2,urinary bladder,39.0
DUOX2,gallbladder,273.1
DUOX2,thyroid gland,70.8
DUOX2,urinary bladder,86.8
SLC27A2,kidney,147.1
SLC27A2,liver,269.2
HDC,brain,42.0
HDC,epididymis,43.4
GCNT3,gallbladder,71.0
GCNT3,intestine,133.9
GCNT3,salivary gland,54.3
BNIP2,bone marrow,122.0
DISP2,brain,25.8
TLE3,bone marrow,61.6
PSTPIP1,bone marrow,55.1
PSTPIP1,lymphoid tissue,30.4
ETFA,liver,244.8
ETFA,tongue,244.5
BCL2A1,bone marrow,583.4
SCAPER,retina,51.2
DNAJA4,tongue,135.1
TPM1,heart muscle,10511.2
TPM1,skeletal muscle,11880.5
ARRDC4,brain,75.7
PIF1,lymphoid tissue,4.6
CYP11A1,adrenal gland,990.8
CYP1A1,liver,61.8
CYP1A1,urinary bladder,59.6
ADAMTS17,liver,7.0
ADAMTS17,lymphoid tissue,9.9
GOLGA6D,testis,6.2
PCSK6,brain,108.7
PCSK6,liver,149.2
PCSK6,lymphoid tissue,76.5
CCDC33,fallopian tube,17.9
CCDC33,testis,19.3
CELF6,brain,27.6
CYP1A2,liver,478.4
