gene_symbol,total_submissions,total_alleles,pathogenic_likely_pathogenic_alleles,uncertain_alleles,conflict_alleles,yield_bin
AK8,150,135,3.0,83.0,0.0,1-5
AK9,324,288,8.0,202.0,1.0,6-20
AKAIN1,138,133,,11.0,0.0,none
AKAP1,205,185,,118.0,1.0,none
AKAP1-DT,4,4,,,,none
AKAP10,232,228,,100.0,1.0,none
AKAP11,394,357,,260.0,0.0,none
AKAP12,324,319,,248.0,2.0,none
AKAP13,643,599,2.0,458.0,0.0,1-5
AKAP14,214,207,,29.0,0.0,none
AKAP17A,240,173,,9.0,0.0,none
AKAP17A,240,173,,9.0,0.0,none
AKAP19,162,126,1.0,59.0,0.0,1-5
AKAP3,218,209,3.0,120.0,0.0,1-5
AKAP4,281,265,,80.0,0.0,none
AKAP5,85,81,,59.0,0.0,none
AKAP6,400,393,,303.0,0.0,none
AKAP7,68,66,2.0,39.0,0.0,1-5
AKAP8,232,214,1.0,145.0,1.0,1-5
AKAP8L,154,137,,104.0,1.0,none
AKAP9,6174,3780,5.0,2048.0,303.0,1-5
AKIP1,42,25,,5.0,0.0,none
AKIRIN1,46,46,,31.0,0.0,none
AKIRIN2,92,52,,27.0,0.0,none
AKNA,452,386,,284.0,0.0,none
AKNAD1,183,165,,122.0,0.0,none
AKR1A1,133,69,,45.0,0.0,none
AKR1B1,79,73,,17.0,0.0,none
AKR1B10,92,89,,39.0,0.0,none
AKR1B15,115,113,,61.0,1.0,none
AKR1C1,143,107,,59.0,0.0,none
AKR1C2,233,170,5.0,58.0,1.0,1-5
AKR1C3,211,124,,72.0,0.0,none
AKR1C4,183,152,1.0,74.0,0.0,1-5
AKR1C8,24,24,,3.0,0.0,none
AKR1D1,397,290,26.0,136.0,12.0,21-100
AKR1E2,326,217,,76.0,0.0,none
AKR7A2,104,101,,72.0,0.0,none
AKR7A3,154,116,,81.0,0.0,none
AKR7L,32,29,,8.0,0.0,none
AKT1,1474,1059,4.0,425.0,12.0,1-5
AKT1S1,95,92,,65.0,0.0,none
AKT2,363,267,2.0,78.0,9.0,1-5
AKT3,553,438,28.0,128.0,10.0,21-100
AKT3-IT1,50,50,,2.0,0.0,none
AKTIP,81,65,,42.0,0.0,none
ALAD,403,250,6.0,98.0,10.0,6-20
ALAS1,116,102,,76.0,0.0,none
ALAS2,805,550,50.0,149.0,36.0,21-100
ALB,346,263,22.0,99.0,7.0,21-100
ALCAM,170,126,1.0,72.0,0.0,1-5
ALDH16A1,231,151,,98.0,0.0,none
ALDH18A1,1521,926,63.0,464.0,54.0,21-100
ALDH1A1,120,98,,39.0,0.0,none
ALDH1A2,152,111,4.0,40.0,0.0,1-5
ALDH1A2-AS1,11,10,,4.0,0.0,none
ALDH1A3,359,279,26.0,62.0,2.0,21-100
ALDH1A3-AS1,211,167,20.0,39.0,0.0,6-20
ALDH1B1,174,157,1.0,67.0,0.0,1-5
ALDH1L1,196,169,,115.0,0.0,none
ALDH1L1-AS1,28,25,,15.0,0.0,none
ALDH1L1-AS2,8,8,,2.0,0.0,none
ALDH1L2,117,108,1.0,77.0,0.0,1-5
ALDH2,86,70,,30.0,0.0,none
ALDH3A1,176,171,1.0,51.0,0.0,1-5
ALDH3A2,1227,848,197.0,187.0,28.0,100+
ALDH3B1,49,40,,15.0,0.0,none
ALDH3B2,98,87,,57.0,0.0,none
ALDH4A1,657,430,26.0,169.0,32.0,21-100
ALDH5A1,1409,921,155.0,338.0,51.0,100+
ALDH6A1,344,266,9.0,119.0,7.0,6-20
ALDH7A1,2135,1228,206.0,355.0,74.0,100+
ALDH8A1,73,73,1.0,48.0,0.0,1-5
ALDH9A1,123,112,,72.0,0.0,none
ALDOA,842,678,17.0,171.0,6.0,6-20
ALDOB,1194,648,151.0,162.0,29.0,100+
ALDOC,64,64,,48.0,0.0,none
ALG1,1656,1072,133.0,330.0,42.0,100+
ALG10,140,129,5.0,72.0,0.0,1-5
ALG10B,121,116,,83.0,0.0,none
ALG11,561,412,22.0,238.0,10.0,21-100
ALG12,1254,943,49.0,406.0,34.0,21-100
ALG13,2482,1628,13.0,504.0,58.0,6-20
ALG14,367,182,2.0,94.0,8.0,1-5
ALG14-AS1,131,40,1.0,21.0,0.0,1-5
ALG1L2,108,85,,56.0,0.0,none
ALG2,557,410,13.0,209.0,7.0,6-20
ALG3,501,316,39.0,122.0,17.0,21-100
ALG5,146,133,11.0,48.0,0.0,6-20
ALG6,1335,920,161.0,271.0,21.0,100+
ALG8,838,498,67.0,218.0,23.0,21-100
ALG9,674,429,41.0,183.0,15.0,21-100
ALK,11106,6577,25.0,3690.0,401.0,21-100
ALKAL1,84,80,3.0,44.0,0.0,1-5
ALKAL2,107,105,,52.0,0.0,none
ALKBH1,82,82,,61.0,0.0,none
ALKBH2,66,66,,40.0,0.0,none
ALKBH3,97,86,,58.0,0.0,none
ALKBH3-AS1,20,18,,6.0,0.0,none
ALKBH4,99,99,,71.0,0.0,none
ALKBH5,187,172,,43.0,0.0,none
ALKBH6,61,59,,37.0,0.0,none
ALKBH7,77,70,,54.0,0.0,none
ALKBH8,260,186,8.0,116.0,3.0,6-20
ALLC,105,102,,65.0,0.0,none
ALMS1,13915,7519,1053.0,3114.0,507.0,100+
ALMS1-IT1,4,3,1.0,,,1-5
ALOX12,192,150,,79.0,0.0,none
ALOX12-AS1,177,136,,74.0,0.0,none
ALOX12B,727,474,150.0,176.0,31.0,100+
ALOX15,175,157,,107.0,0.0,none
ALOX15B,190,172,,128.0,0.0,none
ALOX5,153,140,,85.0,0.0,none
ALOX5AP,98,79,,25.0,0.0,none
ALOXE3,608,408,73.0,177.0,27.0,21-100
ALPG,187,174,,110.0,0.0,none
ALPI,180,165,1.0,95.0,0.0,1-5
ALPK1,1234,976,4.0,555.0,40.0,1-5
ALPK2,3406,3327,,2026.0,1.0,none
ALPK2-AS1,34,32,,2.0,0.0,none
ALPK3,5769,3419,285.0,1848.0,192.0,100+
ALPL,3956,1631,546.0,372.0,150.0,100+
ALPP,224,185,,120.0,0.0,none
ALS2,1994,1238,125.0,503.0,55.0,100+
ALS2CL,234,194,,148.0,0.0,none
ALX1,112,87,3.0,47.0,1.0,1-5
ALX3,133,121,12.0,66.0,1.0,6-20
ALX4,506,357,22.0,175.0,6.0,21-100
ALYREF,45,38,,9.0,0.0,none
AMACR,766,504,6.0,261.0,23.0,6-20
AMBN,146,126,5.0,69.0,1.0,1-5
AMBP,122,120,,68.0,1.0,none
AMBRA1,251,215,1.0,163.0,0.0,1-5
AMD1,118,84,5.0,38.0,0.0,1-5
AMDHD1,77,74,,58.0,0.0,none
AMDHD2,177,159,1.0,114.0,0.0,1-5
AMELX,275,255,22.0,31.0,0.0,21-100
AMELY,81,81,,10.0,0.0,none
AMER1,1026,804,48.0,336.0,24.0,21-100
AMER2,155,153,,112.0,0.0,none
AMER3,223,222,1.0,174.0,0.0,1-5
AMFR,227,139,8.0,84.0,0.0,6-20
AMH,427,311,31.0,160.0,7.0,21-100
AMHR2,244,190,40.0,83.0,3.0,21-100
AMIGO1,58,57,,41.0,0.0,none
AMIGO2,91,84,,65.0,0.0,none
AMIGO3,110,110,,92.0,0.0,none
AMMECR1,345,309,17.0,70.0,4.0,6-20
AMMECR1L,71,65,,28.0,0.0,none
AMN,971,783,80.0,200.0,7.0,21-100
AMN1,72,72,,34.0,0.0,none
AMN1-AS1,11,11,,,,none
AMOT,503,429,1.0,118.0,2.0,1-5
AMOTL1,219,204,5.0,155.0,1.0,1-5
AMOTL2,178,169,,141.0,0.0,none
AMPD1,890,611,6.0,342.0,33.0,6-20
AMPD2,916,598,51.0,224.0,11.0,21-100
AMPD3,337,248,4.0,178.0,3.0,1-5
AMPH,163,139,2.0,83.0,0.0,1-5
AMT,1327,793,152.0,231.0,38.0,100+
AMTN,70,67,1.0,30.0,0.0,1-5
AMY1A,54,48,,23.0,0.0,none
AMY1B,37,37,,20.0,0.0,none
AMY1C,38,38,,22.0,0.0,none
AMY2A,114,108,,81.0,0.0,none
AMY2B,159,156,,112.0,0.0,none
AMZ1,277,258,,175.0,0.0,none
AMZ2,102,96,,64.0,0.0,none
ANAPC1,498,388,10.0,250.0,4.0,6-20
ANAPC10,65,62,2.0,28.0,0.0,1-5
ANAPC11,66,59,,28.0,0.0,none
ANAPC13,40,34,,11.0,0.0,none
ANAPC15,215,150,9.0,95.0,0.0,6-20
ANAPC16,37,32,,10.0,0.0,none
ANAPC2,203,194,,82.0,0.0,none
ANAPC4,163,147,,77.0,0.0,none
ANAPC5,122,104,1.0,53.0,0.0,1-5
ANAPC7,101,90,1.0,61.0,0.0,1-5
ANG,248,158,9.0,73.0,6.0,6-20
ANGEL1,133,128,1.0,102.0,0.0,1-5
ANGEL2,100,99,,75.0,0.0,none
ANGPT1,416,383,2.0,188.0,1.0,1-5
ANGPT2,433,330,6.0,116.0,2.0,6-20
ANGPT4,148,143,,82.0,0.0,none
ANGPTL1,126,120,,89.0,0.0,none
ANGPTL2,114,108,,69.0,0.0,none
ANGPTL3,234,190,16.0,76.0,3.0,6-20
ANGPTL4,89,81,,43.0,2.0,none
ANGPTL5,84,82,,59.0,0.0,none
ANGPTL6,115,111,,93.0,0.0,none
ANGPTL7,146,135,,74.0,3.0,none
ANGPTL8,28,24,,9.0,0.0,none
ANHX,72,71,1.0,59.0,0.0,1-5
ANK1,2991,1739,509.0,707.0,114.0,100+
ANK2,7809,4321,94.0,2218.0,366.0,21-100
ANK3,2720,1903,30.0,1163.0,82.0,21-100
ANK3-DT,7,7,,1.0,0.0,none
ANKAR,417,327,1.0,223.0,0.0,1-5
ANKDD1A,122,117,,82.0,0.0,none
ANKDD1B,38,25,,4.0,0.0,none
ANKEF1,182,178,,135.0,0.0,none
ANKFN1,133,120,1.0,98.0,0.0,1-5
ANKFY1,358,307,1.0,180.0,0.0,1-5
ANKH,1111,639,16.0,246.0,19.0,6-20
ANKH-DT,3,1,1.0,,,1-5
ANKHD1,51,50,,22.0,0.0,none
ANKHD1-DT,24,24,,16.0,0.0,none
ANKHD1-EIF4EBP3,85,83,,51.0,0.0,none
ANKIB1,174,155,1.0,107.0,0.0,1-5
ANKK1,207,178,,117.0,0.0,none
ANKLE1,180,150,,116.0,0.0,none
ANKLE2,568,417,10.0,187.0,9.0,6-20
ANKMY1,435,369,1.0,209.0,0.0,1-5
ANKMY2,146,132,,79.0,0.0,none
ANKRA2,49,49,,39.0,0.0,none
ANKRD1,1147,595,,330.0,33.0,none
ANKRD10,178,176,1.0,54.0,0.0,1-5
ANKRD10-IT1,114,114,,9.0,0.0,none
ANKRD11,5932,3613,757.0,1435.0,207.0,100+
ANKRD12,412,391,,256.0,0.0,none
ANKRD13A,93,88,,61.0,0.0,none
ANKRD13B,98,93,,73.0,0.0,none
ANKRD13C,102,95,,50.0,0.0,none
ANKRD13C-DT,33,33,,5.0,0.0,none
ANKRD13D,132,127,,96.0,0.0,none
ANKRD16,174,115,,65.0,0.0,none
ANKRD17,682,619,48.0,438.0,3.0,21-100
ANKRD17-DT,9,9,,,,none
ANKRD18A,247,226,,112.0,0.0,none
ANKRD18B,103,83,1.0,6.0,0.0,1-5
ANKRD2,89,85,,54.0,0.0,none
ANKRD20A1,45,45,,1.0,0.0,none
ANKRD20A4-ANKRD20A20P,26,26,,,,none
ANKRD22,74,74,,39.0,0.0,none
ANKRD23,131,131,,86.0,0.0,none
ANKRD24,300,271,1.0,227.0,0.0,1-5
ANKRD26,4986,3168,15.0,2014.0,138.0,6-20
ANKRD27,251,234,,165.0,0.0,none
ANKRD28,234,221,,143.0,0.0,none
ANKRD29,109,103,1.0,61.0,0.0,1-5
ANKRD30A,223,215,,173.0,0.0,none
ANKRD30B,305,301,,195.0,0.0,none
ANKRD30BL,39,16,,2.0,0.0,none
ANKRD31,293,278,3.0,233.0,1.0,1-5
ANKRD33,84,83,,64.0,0.0,none
ANKRD33B,213,210,,94.0,0.0,none
ANKRD34A,257,251,1.0,102.0,0.0,1-5
ANKRD34B,80,80,,68.0,0.0,none
ANKRD34C,98,97,,77.0,0.0,none
ANKRD34C-AS1,17,14,1.0,3.0,0.0,1-5
ANKRD35,391,380,1.0,216.0,1.0,1-5
ANKRD35-DT,82,79,,12.0,0.0,none
ANKRD36,234,123,3.0,18.0,0.0,1-5
ANKRD36B,57,50,3.0,10.0,0.0,1-5
ANKRD36C,76,74,4.0,24.0,0.0,1-5
ANKRD37,178,175,2.0,47.0,0.0,1-5
ANKRD39,113,112,,74.0,0.0,none
ANKRD40,57,53,,38.0,0.0,none
ANKRD40CL,5,5,,,,none
ANKRD42,99,97,,76.0,0.0,none
ANKRD42-DT,15,15,,10.0,0.0,none
ANKRD44,192,185,2.0,126.0,0.0,1-5
ANKRD44-AS1,13,13,,,,none
ANKRD44-IT1,13,13,,,,none
ANKRD45,99,84,1.0,44.0,0.0,1-5
ANKRD46,96,83,,27.0,0.0,none
ANKRD49,52,49,,24.0,0.0,none
ANKRD50,220,212,,169.0,0.0,none
ANKRD52,161,126,,92.0,0.0,none
ANKRD53,141,130,,104.0,0.0,none
ANKRD54,131,82,,40.0,0.0,none
ANKRD55,125,116,,88.0,0.0,none
ANKRD55-AS1,4,4,,1.0,0.0,none
ANKRD6,244,191,,131.0,0.0,none
ANKRD60,18,18,,2.0,0.0,none
ANKRD61,35,24,,3.0,0.0,none
ANKRD62,112,107,3.0,13.0,0.0,1-5
ANKRD63,64,63,,55.0,0.0,none
ANKRD65,276,267,,122.0,0.0,none
ANKRD65-AS1,133,130,,58.0,0.0,none
ANKRD66,60,60,,48.0,0.0,none
ANKRD7,63,63,,35.0,0.0,none
ANKRD9,126,125,,76.0,0.0,none
ANKS1A,232,212,,161.0,0.0,none
ANKS1B,257,233,7.0,156.0,1.0,6-20
ANKS3,278,240,1.0,163.0,0.0,1-5
ANKS4B,69,69,,47.0,0.0,none
ANKS6,1004,660,35.0,324.0,22.0,21-100
ANKUB1,115,108,,76.0,0.0,none
ANKZF1,976,791,,511.0,7.0,none
ANLN,887,632,2.0,326.0,19.0,1-5
ANO1,255,220,3.0,135.0,0.0,1-5
ANO10,1050,630,90.0,179.0,37.0,21-100
ANO2,96,86,4.0,8.0,0.0,1-5
ANO3,1027,753,13.0,351.0,15.0,6-20
ANO3-AS1,7,7,,2.0,0.0,none
ANO4,132,128,7.0,100.0,0.0,6-20
ANO5,2970,1589,210.0,784.0,91.0,100+
ANO6,601,438,41.0,156.0,21.0,21-100
ANO7,722,542,,279.0,0.0,none
ANO8,266,244,,210.0,0.0,none
ANO9,258,213,,142.0,0.0,none
ANOS1,962,760,113.0,227.0,21.0,100+
ANP32A,39,33,,11.0,0.0,none
ANP32A-IT1,2,2,,,,none
ANP32B,73,69,,25.0,0.0,none
ANP32C,55,55,,7.0,0.0,none
ANP32D,35,35,,25.0,0.0,none
ANP32E,67,54,,22.0,0.0,none
ANPEP,238,210,2.0,118.0,0.0,1-5
ANTKMT,151,141,,75.0,0.0,none
ANTXR1,328,229,11.0,85.0,3.0,6-20
ANTXR2,490,358,45.0,164.0,4.0,21-100
ANTXRL,79,66,,5.0,0.0,none
ANXA1,143,135,,66.0,0.0,none
ANXA10,116,111,4.0,43.0,0.0,1-5
ANXA11,860,526,6.0,276.0,4.0,6-20
ANXA13,135,129,,68.0,0.0,none
ANXA2,78,69,1.0,30.0,0.0,1-5
ANXA2R,56,56,,33.0,0.0,none
ANXA2R-AS1,11,11,,1.0,0.0,none
ANXA2R-OT1,43,43,,30.0,0.0,none
ANXA3,110,105,,62.0,0.0,none
ANXA4,91,85,,45.0,0.0,none
ANXA5,127,108,,50.0,0.0,none
ANXA6,278,182,1.0,115.0,0.0,1-5
ANXA7,117,100,1.0,70.0,0.0,1-5
ANXA8,131,127,,20.0,0.0,none
ANXA8L1,145,140,,47.0,0.0,none
ANXA9,108,85,1.0,54.0,0.0,1-5
AOAH,132,129,,83.0,0.0,none
AOAH-IT1,6,6,,,,none
AOC1,208,204,1.0,113.0,1.0,1-5
AOC2,192,163,,138.0,0.0,none
AOC3,170,161,,129.0,0.0,none
AOPEP,3533,1676,203.0,761.0,1.0,100+
AOPEP-AS1,20,20,,2.0,0.0,none
AOX1,252,207,,118.0,0.0,none
AP1AR,73,67,,35.0,0.0,none
AP1AR-DT,10,10,,6.0,0.0,none
AP1B1,273,222,17.0,106.0,0.0,6-20
AP1G1,297,270,27.0,137.0,4.0,21-100
AP1G2,193,179,1.0,127.0,0.0,1-5
AP1G2-AS1,157,144,1.0,109.0,0.0,1-5
AP1M1,81,69,,42.0,0.0,none
AP1M2,161,114,,75.0,0.0,none
AP1S1,239,190,10.0,26.0,2.0,6-20
AP1S2,375,304,26.0,51.0,1.0,21-100
AP1S3,101,80,,18.0,0.0,none
AP2A1,207,155,,112.0,0.0,none
AP2A2,214,173,,123.0,0.0,none
AP2B1,101,90,,50.0,0.0,none
AP2M1,436,369,2.0,112.0,3.0,1-5
AP2S1,261,159,3.0,44.0,4.0,1-5
AP3B1,1545,1011,80.0,456.0,32.0,21-100
AP3B2,1201,984,52.0,373.0,18.0,21-100
AP3D1,2059,1560,1.0,679.0,20.0,1-5
AP3M1,68,65,,43.0,0.0,none
AP3M2,121,118,,55.0,0.0,none
AP3S1,84,54,,15.0,0.0,none
AP3S2,75,72,,31.0,0.0,none
AP4B1,989,522,64.0,253.0,18.0,21-100
AP4B1-AS1,967,523,43.0,284.0,0.0,21-100
AP4E1,983,676,37.0,334.0,23.0,21-100
AP4M1,976,627,70.0,248.0,19.0,21-100
AP4S1,360,219,27.0,74.0,4.0,21-100
AP5B1,188,175,6.0,144.0,0.0,6-20
AP5M1,93,91,2.0,65.0,0.0,1-5
AP5S1,97,95,,60.0,0.0,none
AP5Z1,2197,1318,74.0,614.0,101.0,21-100
APAF1,243,192,,125.0,0.0,none
APBA1,191,175,3.0,114.0,0.0,1-5
APBA2,375,330,12.0,154.0,0.0,6-20
APBA3,208,190,,153.0,0.0,none
APBB1,182,132,2.0,83.0,0.0,1-5
APBB1IP,155,123,,87.0,0.0,none
APBB2,204,161,,112.0,0.0,none
APBB3,138,110,,70.0,0.0,none
APC,40594,17164,2734.0,8853.0,786.0,100+
APC2,1631,1273,26.0,724.0,14.0,21-100
APCDD1,340,285,1.0,119.0,0.0,1-5
APCDD1L,124,123,,100.0,0.0,none
APCDD1L-DT,7,7,,,,none
APCS,48,46,,31.0,0.0,none
APEH,153,121,,68.0,0.0,none
APELA,23,21,,2.0,0.0,none
APEX1,100,73,,28.0,0.0,none
APEX2,260,225,,55.0,1.0,none
APH1A,60,55,,27.0,0.0,none
APH1B,63,57,,31.0,0.0,none
API5,62,57,,32.0,0.0,none
APIP,140,86,,39.0,0.0,none
APLF,104,103,,74.0,0.0,none
APLN,220,209,,23.0,0.0,none
APLNR,85,84,1.0,65.0,0.0,1-5
APLP1,150,126,,87.0,0.0,none
APLP2,247,243,,131.0,0.0,none
APMAP,127,116,,83.0,0.0,none
APOA1,718,427,35.0,214.0,20.0,21-100
APOA1-AS,487,295,26.0,150.0,0.0,21-100
APOA2,88,56,3.0,23.0,0.0,1-5
APOA4,291,221,4.0,127.0,3.0,1-5
APOA5,577,375,16.0,204.0,17.0,6-20
APOB,10580,5193,259.0,2058.0,839.0,100+
APOB-ICR,9,9,,,,none
APOB3'MAR,124,65,1.0,32.0,0.0,1-5
APOBEC1,84,79,,30.0,0.0,none
APOBEC2,54,42,,28.0,0.0,none
APOBEC3A,51,49,,23.0,0.0,none
APOBEC3B,85,77,,43.0,1.0,none
APOBEC3B-AS1,22,20,,10.0,0.0,none
APOBEC3C,52,50,,30.0,0.0,none
APOBEC3D,117,107,,72.0,0.0,none
APOBEC3F,125,104,,60.0,0.0,none
APOBEC3G,59,58,,38.0,0.0,none
APOBEC3H,63,52,1.0,28.0,0.0,1-5
APOBEC4,96,85,,48.0,0.0,none
APOBR,227,204,,96.0,0.0,none
APOC1,36,30,,11.0,0.0,none
APOC2,251,146,20.0,49.0,6.0,6-20
APOC3,199,121,3.0,47.0,6.0,1-5
APOC4,36,36,,23.0,0.0,none
APOC4-APOC2,269,164,18.0,66.0,0.0,6-20
APOD,99,91,,32.0,0.0,none
APOE,450,290,27.0,119.0,15.0,21-100
APOF,58,55,,45.0,0.0,none
APOH,71,58,2.0,30.0,0.0,1-5
APOL1,410,231,,103.0,7.0,none
APOL2,139,121,,84.0,0.0,none
APOL3,122,108,,70.0,0.0,none
APOL4,74,56,,22.0,0.0,none
APOL5,102,99,,70.0,0.0,none
APOL6,110,100,,60.0,0.0,none
APOLD1,126,117,,62.0,0.0,none
APOLTP,20,20,1.0,,,1-5
APOM,55,32,,14.0,0.0,none
APOO,336,279,1.0,36.0,1.0,1-5
APOOL,282,257,1.0,41.0,0.0,1-5
APP,1108,718,31.0,284.0,33.0,21-100
APP-DT,52,43,,2.0,0.0,none
APPAT,9,9,,2.0,0.0,none
APPBP2,65,63,,32.0,0.0,none
APPBP2-DT,5,5,,,,none
APPL1,421,287,3.0,128.0,5.0,1-5
APPL2,146,126,1.0,94.0,0.0,1-5
APRG1,25,25,1.0,11.0,0.0,1-5
APRT,442,306,81.0,86.0,10.0,21-100
APTR,52,52,,40.0,0.0,none
APTX,742,418,40.0,119.0,19.0,21-100
AQP1,137,122,3.0,49.0,1.0,1-5
AQP10,55,50,,35.0,0.0,none
AQP11,63,62,,42.0,0.0,none
AQP12A,180,172,,62.0,0.0,none
AQP12B,201,197,,87.0,0.0,none
AQP2,719,482,79.0,158.0,14.0,21-100
AQP3,118,108,,26.0,0.0,none
AQP4,106,97,2.0,42.0,1.0,1-5
AQP4-AS1,80,76,,48.0,0.0,none
AQP5,131,100,6.0,48.0,5.0,6-20
AQP5-AS1,477,340,52.0,121.0,0.0,21-100
AQP6,62,56,,43.0,0.0,none
AQP7,121,100,,9.0,1.0,none
AQP7B,1,1,,,,none
AQP8,90,84,,44.0,0.0,none
AQP9,90,82,,52.0,0.0,none
AQR,224,193,,133.0,0.0,none
AR,1777,1223,385.0,211.0,43.0,100+
ARAF,339,262,,48.0,0.0,none
ARAP1,372,320,,240.0,0.0,none
ARAP1-AS2,62,59,,39.0,0.0,none
ARAP2,370,324,,260.0,0.0,none
ARAP2-AS1,11,8,,,,none
ARAP3,283,273,,208.0,0.0,none
ARB2A,150,139,5.0,92.0,0.0,1-5
ARC,93,91,,25.0,0.0,none
ARCN1,458,362,33.0,145.0,15.0,21-100
AREG,49,49,,25.0,0.0,none
AREL1,202,158,,116.0,1.0,none
ARF1,107,87,12.0,24.0,2.0,6-20
ARF3,65,57,10.0,22.0,1.0,6-20
ARF4,27,22,,9.0,0.0,none
ARF4-AS1,3,3,,,,none
ARF5,56,50,,16.0,0.0,none
ARF6,22,18,,6.0,0.0,none
ARFGAP1,186,175,,94.0,0.0,none
ARFGAP2,119,108,,55.0,0.0,none
ARFGAP3,219,155,3.0,88.0,0.0,1-5
ARFGEF1,999,804,82.0,470.0,2.0,21-100
ARFGEF1-DT,236,143,1.0,93.0,0.0,1-5
ARFGEF2,1332,902,28.0,427.0,50.0,21-100
ARFGEF3,416,387,1.0,282.0,1.0,1-5
ARFIP1,94,87,,46.0,0.0,none
ARFIP2,77,65,,37.0,0.0,none
ARFRP1,133,103,,48.0,0.0,none
ARG1,855,616,143.0,170.0,14.0,100+
ARG2,163,87,,61.0,0.0,none
ARGFX,59,58,,35.0,0.0,none
ARGLU1,143,142,,21.0,0.0,none
ARGLU1-DT,43,43,,2.0,0.0,none
ARHGAP1,135,102,,63.0,1.0,none
ARHGAP10,247,216,3.0,139.0,0.0,1-5
ARHGAP11A,241,228,22.0,146.0,0.0,21-100
ARHGAP11A-DT,26,25,10.0,5.0,0.0,6-20
ARHGAP11A-SCG5,285,253,8.0,156.0,0.0,6-20
ARHGAP11B,239,223,9.0,76.0,0.0,6-20
ARHGAP11B-DT,69,68,3.0,13.0,0.0,1-5
ARHGAP12,160,142,,98.0,0.0,none
ARHGAP15,119,113,1.0,75.0,0.0,1-5
ARHGAP15-AS1,26,25,,17.0,0.0,none
ARHGAP17,172,167,,106.0,0.0,none
ARHGAP18,171,141,,99.0,0.0,none
ARHGAP19,99,98,4.0,72.0,0.0,1-5
ARHGAP19-SLIT1,93,92,4.0,81.0,0.0,1-5
ARHGAP20,170,167,,137.0,0.0,none
ARHGAP21,372,346,1.0,275.0,1.0,1-5
ARHGAP22,279,262,,165.0,0.0,none
ARHGAP22-IT1,22,22,,5.0,0.0,none
ARHGAP23,352,320,,288.0,0.0,none
ARHGAP24,506,376,5.0,165.0,19.0,1-5
ARHGAP25,156,119,,78.0,0.0,none
ARHGAP26,168,145,2.0,73.0,0.0,1-5
ARHGAP26-AS1,6,6,,1.0,0.0,none
ARHGAP26-IT1,6,6,,1.0,0.0,none
ARHGAP27,167,159,,118.0,0.0,none
ARHGAP28,239,230,1.0,100.0,0.0,1-5
ARHGAP28-AS1,51,46,,3.0,0.0,none
ARHGAP29,263,237,7.0,166.0,2.0,6-20
ARHGAP29-AS1,1,1,,,,none
ARHGAP30,208,201,,162.0,0.0,none
ARHGAP31,973,684,4.0,379.0,34.0,1-5
ARHGAP31-AS1,12,12,,2.0,0.0,none
ARHGAP32,471,430,4.0,269.0,2.0,1-5
ARHGAP33,232,227,,178.0,0.0,none
ARHGAP35,196,190,21.0,136.0,2.0,21-100
ARHGAP36,316,301,,72.0,0.0,none
ARHGAP39,352,300,,201.0,0.0,none
ARHGAP4,624,544,5.0,145.0,1.0,1-5
ARHGAP40,141,130,,106.0,0.0,none
ARHGAP42,178,161,1.0,121.0,0.0,1-5
ARHGAP42-AS1,12,12,,7.0,0.0,none
ARHGAP44,143,127,1.0,90.0,0.0,1-5
ARHGAP44-AS1,64,53,,37.0,0.0,none
ARHGAP45,134,96,1.0,19.0,0.0,1-5
ARHGAP5,217,198,2.0,159.0,0.0,1-5
ARHGAP5-AS1,12,12,,1.0,0.0,none
ARHGAP6,639,525,28.0,148.0,2.0,21-100
ARHGAP8,181,178,3.0,91.0,0.0,1-5
ARHGAP9,186,157,,98.0,0.0,none
ARHGDIA,138,120,5.0,43.0,2.0,1-5
ARHGDIB,77,74,,27.0,0.0,none
ARHGDIG,116,112,,60.0,0.0,none
ARHGEF1,1201,968,,466.0,5.0,none
ARHGEF10,1766,1269,2.0,652.0,37.0,1-5
ARHGEF10L,317,277,2.0,187.0,0.0,1-5
ARHGEF11,263,235,,165.0,0.0,none
ARHGEF12,268,241,1.0,151.0,0.0,1-5
ARHGEF15,887,751,4.0,452.0,13.0,1-5
ARHGEF16,283,263,1.0,126.0,0.0,1-5
ARHGEF17,446,414,,349.0,2.0,none
ARHGEF17-AS1,81,80,,65.0,0.0,none
ARHGEF18,1475,1155,30.0,547.0,18.0,21-100
ARHGEF18-AS1,2,2,,1.0,0.0,none
ARHGEF19,219,174,1.0,122.0,0.0,1-5
ARHGEF2,232,195,2.0,116.0,0.0,1-5
ARHGEF2-AS1,6,6,,3.0,0.0,none
ARHGEF2-AS2,6,6,,3.0,0.0,none
ARHGEF25,147,120,1.0,85.0,0.0,1-5
ARHGEF26,230,181,1.0,140.0,0.0,1-5
ARHGEF26-AS1,14,8,,,,none
ARHGEF28,762,520,,272.0,1.0,none
ARHGEF3,157,119,1.0,88.0,0.0,1-5
ARHGEF3-AS1,3,3,,2.0,0.0,none
ARHGEF33,174,165,,129.0,0.0,none
ARHGEF35,149,149,,76.0,0.0,none
ARHGEF35-AS1,86,85,1.0,46.0,0.0,1-5
ARHGEF37,171,141,1.0,106.0,0.0,1-5
ARHGEF38,150,138,,115.0,0.0,none
ARHGEF38-DT,2,2,,1.0,0.0,none
ARHGEF38-IT1,2,2,,1.0,0.0,none
ARHGEF39,223,199,,97.0,0.0,none
ARHGEF4,251,211,1.0,138.0,0.0,1-5
